id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N2047,5069.584,5556.0522,5949.336,5504.6255,5125.2246,5405.5254,5097.98681640625,5931.146484375,4625.8076171875,5165.61572265625,5118.63623046875,4873.88623046875,5325.43310546875,4358.12548828125,4758.06005859375,4056.943115234375,4414.08935546875,4533.58251953125
N2048,5502.9873,5193.643,5504.7456,5382.519,5331.8774,5474.3657,5288.623046875,5666.61767578125,5538.0458984375,5377.3740234375,5434.0576171875,5575.75390625,5641.326171875,5420.57958984375,5578.22998046875,5542.56591796875,5775.09619140625,5891.5546875
N2049,5625.751,5412.576,5674.0664,5578.6064,5469.8423,5611.4785,5508.53515625,5650.1201171875,5358.32080078125,5491.3896484375,5462.37744140625,5507.5341796875,5651.927734375,5420.61767578125,5577.02783203125,5784.4091796875,5785.8388671875,5577.64501953125
N2050,5128.3726,5039.953,5185.8105,5398.2007,5066.0454,4898.5625,4569.744140625,5018.8212890625,5171.12158203125,5008.14892578125,4854.7275390625,4808.33154296875,5137.33203125,5189.36474609375,5427.1181640625,5143.16650390625,4992.25927734375,4913.642578125
N2051,5076.4814,5292.703,5138.219,4778.656,5041.727,5066.656,5099.28857421875,5163.20166015625,5599.3955078125,5191.7646484375,5027.4990234375,4866.90966796875,4635.51220703125,4885.1455078125,4794.82421875,4574.283203125,4849.4189453125,5331.90478515625
N2052,7232.051,7305.121,6882.2695,7191.6147,7206.68,6550.9175,6943.3603515625,7151.064453125,7260.03955078125,6897.4697265625,7133.892578125,7484.96533203125,7635.314453125,7376.048828125,7641.6689453125,7653.208984375,7707.251953125,7883.79296875
N2053,8512.947,9373.575,7763.465,7324.5815,8903.652,8114.8613,8816.291015625,9051.0029296875,8766.37890625,9165.8828125,9176.1767578125,9019.3876953125,8476.611328125,9638.6953125,8213.4267578125,7635.05029296875,8775.89453125,7863.78076171875
N2054,8093.281,8674.024,9186.662,9539.001,8900.561,8256.074,9229.3330078125,8172.44580078125,8476.3310546875,7953.61083984375,7698.16162109375,8541.4990234375,8462.1962890625,9398.796875,9477.66796875,9359.3671875,9527.8623046875,8995.2568359375
N2055,6630.1675,6943.199,7544.321,8313.466,8247.435,7246.8267,7060.53955078125,7146.2783203125,7822.2509765625,7642.96142578125,7156.5361328125,7159.5458984375,6846.861328125,7409.91064453125,8017.35009765625,8626.3271484375,8830.1591796875,7532.6298828125
N2056,7288.7314,7084.6895,6045.31,6056.0356,6151.7935,6629.985,6840.8349609375,6112.5224609375,5994.6328125,5565.4892578125,6052.1708984375,6500.513671875,7013.03955078125,7350.958984375,6187.7177734375,5871.14501953125,5975.3837890625,6223.552734375
N2057,3169.3794,3224.2712,2980.4739,3192.418,3252.5151,3017.7573,3508.66064453125,3301.245849609375,3270.962890625,3231.99609375,3132.569091796875,3226.905517578125,3151.815673828125,3161.481201171875,3222.14794921875,3380.380126953125,3368.46875,3267.62060546875
N2058,8062.9624,8048.9995,8147.163,7732.4297,7619.0405,7581.9805,7961.591796875,8048.69384765625,8025.24365234375,7827.8359375,7615.8642578125,8123.51318359375,7796.3974609375,8062.0498046875,7666.21435546875,7228.5126953125,7078.4130859375,7132.62158203125
N2059,7632.696,7453.979,7162.56,7574.7944,8072.723,7690.6035,7683.83642578125,7669.455078125,7837.18798828125,8299.068359375,8646.8388671875,8185.640625,7474.4169921875,7235.8251953125,7609.68017578125,8037.39501953125,8127.1171875,7941.30322265625
N2060,3201.8164,3192.6306,3213.0044,3265.1848,3336.8652,3289.11,3272.5556640625,3214.616455078125,3223.031982421875,3316.869140625,3335.054443359375,3394.223388671875,3446.895263671875,3424.084228515625,3484.1884765625,3491.4267578125,3619.634765625,3478.406494140625
N2061,3867.3074,3589.6846,3620.8257,3544.6072,3164.324,3486.1887,3067.937744140625,3179.825927734375,3174.76171875,3164.838134765625,3271.762451171875,3388.584228515625,3399.162109375,3372.037841796875,3128.39892578125,2956.67724609375,3156.820068359375,3068.439208984375
N2062,8113.962,6932.998,7967.961,8708.38,7882.085,7401.1943,8005.275390625,5905.06591796875,5297.75927734375,6933.17529296875,7758.2197265625,7837.69775390625,7367.40478515625,6887.68798828125,7398.07177734375,8493.5634765625,8066.75830078125,8478.68359375
N2063,7468.2764,7704.6587,7388.253,6965.5425,7272.28,7142.3154,7534.85888671875,7510.7099609375,6983.9443359375,7472.5029296875,7264.09423828125,7471.681640625,7396.8095703125,7483.67919921875,7592.92431640625,7176.65478515625,7047.1376953125,6893.55517578125
N2064,10551.39,10198.581,8615.992,7979.356,8495.882,8152.4365,8562.6083984375,8792.9560546875,8214.3330078125,7767.478515625,7233.3818359375,6545.4169921875,6648.36328125,7040.64453125,6984.779296875,7904.39892578125,7840.03662109375,8411.740234375
N2065,4336.41,4297.5625,4096.7266,4135.7427,4043.1929,3976.868,3976.077880859375,3741.083740234375,3958.269287109375,3986.3935546875,4074.704833984375,4115.3671875,4341.44140625,4403.25439453125,4050.544189453125,4086.02099609375,3958.1650390625,4015.091064453125
N2066,5372.077,5402.6265,4982.518,5129.6855,4977.5073,4823.316,5161.66064453125,4944.32421875,4879.8544921875,5078.205078125,5088.78125,5066.65234375,5102.65087890625,5074.07421875,4946.97314453125,4995.69140625,4999.86376953125,4908.6767578125
N2067,4415.764,4516.8325,4414.853,4507.4634,4253.8105,4443.4897,4526.0283203125,4234.56494140625,4548.1220703125,4297.23291015625,4529.3154296875,4303.529296875,4369.51513671875,4509.640625,4388.48583984375,4512.24267578125,4260.03564453125,4324.67919921875
N2068,3926.546,3780.437,3775.3118,3691.446,3570.9905,3579.8599,3545.394775390625,3295.907958984375,3573.076171875,3918.665283203125,3812.017578125,3945.419189453125,3588.2236328125,3730.851806640625,3605.359619140625,3632.201904296875,3523.1513671875,3237.57568359375
N2069,4203.3203,4136.3735,3869.401,3934.4858,3924.5093,3774.1667,3612.88037109375,3611.060791015625,3875.3056640625,3987.07421875,4087.8896484375,4450.1767578125,3696.683837890625,3912.38134765625,4248.84033203125,4162.06591796875,5090.875,4507.53466796875
N2070,5543.953,5513.798,5250.0693,5513.9824,5355.469,5784.7705,5494.37841796875,5129.58984375,5503.11376953125,5138.5498046875,5578.8955078125,5300.29541015625,5610.57568359375,5262.6787109375,5158.0537109375,5463.42626953125,5467.8095703125,5767.3974609375
N2071,5296.3047,5361.2437,5057.691,5270.938,5056.1846,5254.2393,5249.44287109375,4929.31787109375,5166.677734375,4944.66357421875,5346.60107421875,4940.25537109375,5245.2900390625,4999.21337890625,4862.40576171875,5295.44482421875,5029.5693359375,5227.740234375
N2072,4759.09,4611.4067,4190.0737,4369.1377,4125.2256,4414.1304,4057.478515625,3852.902587890625,4423.81640625,4131.3154296875,4474.8818359375,4376.16455078125,4557.79345703125,4506.39990234375,4176.41015625,4365.88818359375,4205.71142578125,4264.1865234375
N2073,7912.7305,8012.5435,7803.8867,7734.6626,7739.84,7541.006,7624.94580078125,7430.20361328125,7464.35498046875,7606.7109375,7491.0068359375,7367.072265625,7447.802734375,7528.9833984375,7412.0166015625,7441.31201171875,7268.458984375,7393.490234375
N2074,8987.345,8792.117,8925.304,8867.785,8834.8545,8938.662,9014.5869140625,8897.958984375,8974.8125,8963.2392578125,8953.7734375,8944.8095703125,9013.2802734375,9130.802734375,9128.453125,9151.2470703125,9238.359375,9258.74609375
N2075,4671.919,4515.851,4225.79,4314.5947,4164.7305,4344.386,4385.0810546875,3894.441162109375,4092.548583984375,4033.306640625,4326.69287109375,4376.7724609375,4579.66796875,4534.28564453125,4188.236328125,4271.74267578125,4091.125244140625,4362.11669921875
N2076,3799.672,3745.4907,3702.6733,3801.406,3895.1926,3944.091,3991.390380859375,3977.517578125,3847.16015625,3752.829833984375,3766.072998046875,3857.433837890625,3914.970703125,3752.700439453125,3809.388427734375,3714.715576171875,3806.284912109375,3914.708740234375
N2077,4096.8184,4027.878,4230.0522,3907.2834,4139.0015,4093.2915,4294.71630859375,4245.57763671875,3861.71435546875,4123.046875,3795.03564453125,4256.63916015625,4188.677734375,4458.0009765625,4207.30078125,4124.45361328125,4421.78271484375,3848.038818359375
N2078,6025.299,6353.8447,6958.4873,7016.756,6632.853,6594.5127,5850.7080078125,5144.2265625,4827.28662109375,4529.498046875,5355.423828125,5742.5908203125,6580.6318359375,6776.01171875,7373.8349609375,7406.3466796875,6892.8349609375,6796.48681640625
N2079,4079.1367,4533.5005,4447.23,4589.935,4690.7646,4553.082,3920.593505859375,3732.170654296875,3954.29736328125,3781.146484375,3756.58251953125,3769.162353515625,4015.68408203125,3893.36328125,4062.947509765625,4269.642578125,4365.13720703125,4099.58837890625
N2080,4114.079,4576.1743,4294.72,4353.081,4476.5986,4559.9116,4191.8388671875,4067.451171875,4265.8291015625,4117.455078125,4045.468505859375,4249.0947265625,4455.52001953125,4466.42236328125,4962.74267578125,4469.3125,4803.1455078125,4668.20654296875
N2081,4507.0894,4454.8423,4498.9956,4685.5254,4643.645,4591.1895,4424.0517578125,4519.63671875,4273.29541015625,4379.14794921875,4482.4306640625,4618.2998046875,4601.87255859375,4594.89794921875,4882.50244140625,4725.97607421875,4866.79443359375,4538.25634765625
N2082,5184.2217,4449.64,4028.6099,3824.9219,3659.1787,4189.0596,4530.58349609375,5554.8837890625,5658.42626953125,6077.4541015625,6116.912109375,5554.74755859375,5204.01220703125,4365.9658203125,4006.928955078125,3631.37744140625,3605.925537109375,4147.71923828125
N2083,6280.2397,6190.371,6049.469,6208.6743,5888.4565,5739.0874,5668.23779296875,5767.50732421875,6380.39013671875,6307.41796875,6718.68798828125,6278.9462890625,6321.330078125,6644.18115234375,6396.3623046875,6384.29931640625,6282.580078125,6308.44384765625
N2084,8360.016,8757.054,8484.292,9015.375,8916.329,8585.59,8933.037109375,8653.80859375,9046.486328125,8604.70703125,8981.4091796875,8627.21484375,8719.78515625,8877.33203125,8702.4541015625,9030.75,9033.0,8946.0322265625
N2085,5881.5796,6085.0464,6023.952,5861.117,5192.578,4434.936,3710.046142578125,3649.513916015625,3420.5771484375,4116.38525390625,4972.146484375,5285.22607421875,5705.10302734375,6008.51025390625,5941.80810546875,5851.50439453125,5168.05078125,4479.15478515625
N2086,9447.397,8582.113,7250.7515,9100.831,9389.057,9571.742,9242.6630859375,8223.1865234375,9010.4541015625,8860.0595703125,7303.7626953125,9750.26953125,10461.25390625,9394.2265625,8673.103515625,8600.3154296875,11109.8125,9510.830078125
N2087,5252.422,6035.0693,6582.999,6001.361,6350.736,6343.9976,6156.0771484375,6440.904296875,7905.38037109375,6469.275390625,7157.65771484375,7389.123046875,5935.8037109375,7163.67138671875,7297.5322265625,6859.45458984375,6376.40869140625,5997.20263671875
N2088,3490.2422,8256.958,10752.592,7856.0317,7936.0483,7525.4053,7785.3916015625,6416.0302734375,5823.66357421875,5337.3984375,4545.875,3529.985107421875,3856.251708984375,8052.9912109375,10027.4033203125,8383.9970703125,8664.3203125,7391.298828125
N2089,3490.6172,8259.438,10753.526,7858.228,7938.5884,7524.672,7785.41748046875,6415.3095703125,5823.76025390625,5337.2890625,4546.8193359375,3530.019775390625,3855.5087890625,8053.53857421875,10027.7255859375,8386.08984375,8666.71484375,7392.4248046875
N2090,4292.957,12967.797,25511.564,22189.16,10485.843,5873.731,1913.6802978515625,3005.041748046875,3833.40966796875,3851.651123046875,5605.90234375,4584.37158203125,5650.75537109375,15055.98046875,27819.7734375,23699.359375,12526.470703125,6986.67822265625
N2091,5559.4766,6240.172,6572.5913,8939.577,11470.785,11937.293,13904.91015625,11138.998046875,9739.48828125,8415.8505859375,6903.8447265625,5481.69970703125,5135.4052734375,4158.72021484375,5250.50634765625,8085.662109375,11961.619140625,11918.7626953125
N2092,2925.0156,2734.4192,2441.485,2366.8936,2475.0198,2613.8313,2806.279052734375,3287.69189453125,3145.789306640625,3260.384765625,3297.598388671875,2936.424560546875,2993.9951171875,2780.194091796875,2583.897705078125,2346.8525390625,2301.738525390625,2570.93017578125
N2093,1661.3711,2464.0352,1996.324,3044.0176,4492.8667,3834.6968,3481.8095703125,3877.97119140625,3673.928466796875,3324.995849609375,2552.95703125,1986.1376953125,2553.630859375,2168.79638671875,2378.867431640625,2994.5771484375,4209.01611328125,3335.265380859375
N2094,6151.1914,6157.809,6187.5337,6199.8643,6253.5996,6231.3086,6285.28857421875,6270.55029296875,6304.04736328125,6308.43359375,6343.26123046875,6368.1552734375,6371.59912109375,6347.4306640625,6399.375,6363.58935546875,6412.13134765625,6387.20361328125
N2095,6317.043,5600.513,5841.9805,6071.4517,5239.876,5002.299,5116.6376953125,5307.26708984375,5167.837890625,5357.33837890625,5014.298828125,5623.09423828125,6149.84228515625,5514.28076171875,5028.1357421875,5949.20947265625,5714.2138671875,5063.98828125
N2096,2390.4717,2704.8691,2766.9497,3079.2522,3183.6472,3093.9163,3158.00048828125,3210.113525390625,3211.4501953125,3782.5341796875,4086.13037109375,2511.752197265625,2361.667236328125,2975.549072265625,3227.649658203125,3134.975341796875,3302.527099609375,3124.06787109375
N2097,2282.789,2716.658,3085.106,3567.9204,2973.7568,2816.6821,2941.281494140625,2401.292724609375,2209.632568359375,2813.1484375,2980.29833984375,2732.115966796875,2908.739501953125,2778.3076171875,3440.399169921875,3551.255859375,3580.446533203125,2908.6640625
N2098,3735.6675,3675.6047,3687.3623,3659.3206,3708.6553,3685.3667,3724.0966796875,3745.272705078125,3668.547119140625,3707.781494140625,3687.791259765625,3752.455078125,3680.3349609375,3761.0830078125,3729.58642578125,3618.700439453125,3725.372314453125,3681.28271484375
N2099,1465.2002,1708.4668,1863.3068,2364.747,1837.3251,1949.4792,1865.114501953125,1371.608642578125,1479.0697021484375,1946.0753173828125,1847.7061767578125,1820.5751953125,1966.1856689453125,1741.6343994140625,2511.32275390625,2079.057373046875,2334.627685546875,2101.25146484375
N2100,3275.7344,3704.1653,3617.483,3320.807,3465.21,3507.3677,3675.7958984375,3533.419189453125,3415.0693359375,3273.53515625,3161.578857421875,3477.73583984375,3405.0859375,3505.87548828125,3669.04638671875,3492.786865234375,3902.656005859375,3681.757568359375
N2101,5596.3516,4871.7534,3996.41,3970.99,3669.8281,5101.073,5669.67529296875,5424.9072265625,5397.06689453125,5375.73681640625,5730.685546875,5044.2314453125,5347.13671875,4850.2451171875,4122.9326171875,3668.00244140625,3810.609375,4910.18408203125
N2102,2467.92,2125.8645,1798.2798,2411.5505,2579.401,2541.9966,2418.5166015625,2524.797119140625,3408.237548828125,3460.044921875,3934.598876953125,4031.468505859375,4614.16015625,3898.0791015625,3720.341552734375,4192.27001953125,4565.4677734375,4234.3583984375
N2103,2820.912,2616.2485,2801.3354,2888.1262,2864.2498,2849.0127,2675.916748046875,2714.32373046875,2782.114501953125,2723.59375,2617.640380859375,2602.23681640625,2555.56689453125,2504.21240234375,2566.54052734375,2625.07373046875,2723.18115234375,2822.924072265625
N2104,4829.753,5581.589,5227.4336,5201.378,5391.451,5106.922,5227.8427734375,4905.6572265625,5078.39990234375,4895.4814453125,5516.8330078125,5368.49365234375,5337.96337890625,5580.9736328125,5561.77685546875,5637.927734375,5826.2646484375,5568.6875
N2105,16928.562,17285.77,18140.574,24966.824,23138.613,25433.635,27052.78515625,26527.6171875,23795.779296875,11788.35546875,20837.939453125,13709.123046875,20355.31640625,24872.337890625,25288.8125,26192.482421875,20335.771484375,24222.267578125
N2106,4157.213,4411.254,4628.3315,4694.637,4471.1035,4693.6074,4988.50927734375,5059.7158203125,5319.7705078125,5641.833984375,5316.109375,5322.1259765625,5176.30126953125,5184.2314453125,5386.228515625,4794.72021484375,5198.4541015625,4733.751953125
N2107,1398.5801,1166.5796,671.4105,500.35864,390.59973,178.17581,1047.0277099609375,2660.737548828125,2686.405029296875,2071.173828125,1425.81298828125,1441.0782470703125,1211.19921875,756.6666259765625,476.30572509765625,654.72998046875,689.0697631835938,487.568115234375
N2108,8178.203,6243.5205,7952.0293,7092.65,6683.279,7277.67,7772.330078125,9325.21484375,8775.607421875,7454.201171875,8659.181640625,8538.2490234375,8645.8974609375,10861.755859375,7865.7646484375,7825.4248046875,7901.0615234375,7519.240234375
N2109,8434.717,8317.157,7218.418,6372.047,5333.4326,4718.182,3401.79052734375,7476.73974609375,10098.654296875,9911.857421875,8295.0029296875,7682.681640625,7226.6923828125,6220.80322265625,5663.22509765625,5125.44775390625,4291.41845703125,3357.812744140625
N2110,3320.0225,5475.039,5406.5044,5187.1196,5107.3823,3823.845,4337.673828125,3771.1201171875,3658.600341796875,2763.9365234375,3708.276123046875,3026.941650390625,3608.668701171875,5317.44140625,6584.09326171875,6274.7783203125,5107.9970703125,4999.33837890625
N2111,1993.0967,1811.0702,1875.269,1747.7701,1717.7426,1348.3522,963.3939208984375,1325.741455078125,1274.7205810546875,1238.2919921875,1245.033935546875,1410.384033203125,1565.307861328125,1765.052490234375,1791.7774658203125,1533.70166015625,1419.982666015625,1560.153076171875
N2112,3676.504,4108.345,4050.3452,4011.6711,4319.8447,3835.0378,3561.187255859375,3857.4990234375,3874.61083984375,3588.810546875,3576.731201171875,3505.717529296875,3257.509765625,3420.0263671875,3214.57421875,3109.532958984375,3439.810791015625,3336.87939453125
N2113,4244.7046,4618.248,4711.1577,4848.9956,5009.707,4628.3486,4451.5791015625,4440.6416015625,4265.96533203125,4204.27587890625,4428.685546875,4138.02490234375,4157.5625,3997.017822265625,3823.087646484375,3910.044677734375,3942.7724609375,4008.5
N2114,5825.6465,6455.2544,6371.1265,6728.886,6559.017,5556.343,5905.69482421875,6107.5830078125,5880.00244140625,5779.330078125,5810.28271484375,5650.10400390625,5778.083984375,6314.42578125,6256.98095703125,6598.19873046875,6785.61083984375,5865.98388671875
N2115,5396.467,5854.8315,5678.88,6039.132,5995.636,5146.7485,5454.56640625,5644.427734375,5618.3779296875,5492.23046875,5500.36767578125,5137.6552734375,5417.20654296875,5970.892578125,5726.7021484375,6163.8798828125,6313.9228515625,5563.13916015625
N2116,6555.5,7259.175,7107.9224,7518.6655,7340.2993,6220.146,6640.76123046875,6867.3779296875,6612.34130859375,6494.01953125,6521.34765625,6306.4658203125,6504.43798828125,7124.0966796875,7032.265625,7380.07373046875,7561.2841796875,6578.97265625
N2117,6243.4844,2814.5227,2339.4346,2214.079,2422.7627,2771.0415,3290.906494140625,3269.763671875,4193.80810546875,4790.66015625,6797.7998046875,8327.595703125,4619.162109375,4777.92041015625,4907.470703125,4909.00146484375,4517.28125,5169.75537109375
N2118,4804.882,4747.186,4708.784,4937.1304,4698.5796,4687.048,4788.28662109375,4736.46728515625,4811.03955078125,4589.330078125,4484.93212890625,4574.09521484375,4623.56396484375,4728.88818359375,4620.1787109375,4307.1923828125,4602.64208984375,4704.95556640625
N2119,4684.8086,4895.326,4471.678,4570.398,4254.4023,4379.6763,4378.97998046875,4034.519287109375,4951.1884765625,4596.896484375,4415.6455078125,4453.01953125,4832.5,4746.4140625,4612.79150390625,4812.4638671875,4672.06103515625,4706.8896484375
N2120,8029.8438,7706.3,7396.915,7418.8936,7343.419,7590.496,7631.28955078125,7905.974609375,7745.2119140625,7840.9375,8144.7548828125,8034.02392578125,8023.33935546875,7824.80322265625,7595.33837890625,7247.802734375,7488.88330078125,7716.20068359375
N2121,8960.164,8498.369,8776.925,9333.896,9168.436,9530.973,9536.248046875,9610.0595703125,9986.119140625,9757.5078125,9872.70703125,9873.455078125,9698.5849609375,9260.8203125,9589.888671875,9829.2412109375,10207.4365234375,9977.119140625
N2122,6828.015,6436.825,6341.4326,6617.561,5938.638,5943.0596,6256.9912109375,5769.4306640625,5738.31396484375,6164.24951171875,5982.95947265625,6193.41162109375,6390.70068359375,6226.1845703125,5710.18212890625,5610.49560546875,5659.30859375,5578.02685546875
N2123,4354.872,3990.551,4126.5728,4457.03,4473.793,4532.081,3818.63623046875,4016.681884765625,4112.80224609375,3992.791748046875,4514.9052734375,4177.951171875,4011.700439453125,4118.994140625,4213.82421875,4282.87255859375,4400.33251953125,4338.50439453125
N2124,6534.7617,6601.9185,5797.88,5999.5527,6336.817,5875.586,7237.82861328125,6278.51611328125,6872.4248046875,7078.880859375,6424.23291015625,6095.58447265625,6577.54345703125,7160.97314453125,6572.6025390625,6727.83251953125,4917.46142578125,5227.87158203125
N2125,7441.535,7431.4497,7353.655,6669.6465,7127.619,6567.957,9538.552734375,7308.7119140625,7399.0400390625,8773.1630859375,8103.390625,7426.88134765625,7901.23828125,8524.7763671875,8221.30859375,9073.3994140625,4390.26416015625,5309.3740234375
N2126,3161.1777,4074.9282,3379.1262,3777.5564,4470.5015,3287.0142,3401.04541015625,3930.1982421875,4534.15576171875,3993.978515625,3932.063720703125,3509.411865234375,3494.932373046875,3323.07568359375,3747.478515625,3885.131103515625,3658.074951171875,3845.8583984375
N2127,4183.51,4519.26,4908.0107,4416.722,3613.4875,4689.8315,4931.23046875,3296.7138671875,4956.18505859375,4148.43896484375,3966.494873046875,4322.40185546875,3797.26171875,4855.9755859375,2879.224609375,2736.06201171875,3629.28759765625,3543.47509765625
N2128,6506.6406,6689.4746,6992.3096,6631.2393,6747.9966,6238.1094,6210.02490234375,6047.96044921875,5758.52294921875,5250.9140625,5614.83544921875,5865.779296875,5710.51025390625,6612.14599609375,6963.173828125,7104.12158203125,6871.66259765625,6777.34033203125
N2129,975.95557,669.8293,607.02783,905.59247,771.46387,588.54865,698.4542236328125,618.0765991210938,958.6895141601562,913.0120849609375,704.1194458007812,836.0537719726562,939.5678100585938,984.490966796875,791.711181640625,948.6846313476562,899.7322387695312,820.6865234375
N2130,8674.8125,8688.76,9972.492,9077.123,9388.695,9527.353,9011.5048828125,11066.896484375,10131.974609375,10663.8779296875,11705.8857421875,9864.66796875,10695.7490234375,10958.552734375,9858.638671875,9397.4677734375,9599.0830078125,9359.9384765625
N2131,3076.6665,3264.4453,2877.531,4398.55,6034.9414,6951.089,8238.298828125,5410.623046875,6588.54248046875,5461.220703125,4672.208984375,3680.1533203125,3832.714599609375,3237.655517578125,4538.6298828125,4977.60888671875,7148.61376953125,9505.24609375
N2132,6721.4233,7246.4194,5123.782,5957.6187,6861.2476,4747.112,4687.58056640625,4395.60595703125,4674.2490234375,4626.587890625,4292.15234375,4537.06787109375,5185.826171875,5513.47509765625,3543.937744140625,4101.3857421875,4118.83251953125,3777.062255859375
N2133,5032.7417,4899.063,4048.2197,5126.8013,4480.97,4663.4243,4872.107421875,4514.3203125,4515.1025390625,3681.81640625,3800.759033203125,4484.939453125,4801.3505859375,5402.0341796875,5324.33984375,4745.314453125,5367.40869140625,4654.06201171875
N2134,3362.688,4096.713,3673.327,4286.6133,4573.0386,3415.2551,3743.97265625,4107.46435546875,4681.74169921875,3902.693359375,4397.505859375,4352.69580078125,3217.89697265625,5097.556640625,4422.46044921875,4425.908203125,5193.330078125,3396.02587890625
N2135,3163.4824,4152.1704,4337.2163,3940.4556,3647.134,2986.2456,2825.789794921875,2622.5751953125,2978.891845703125,3181.486328125,3848.428466796875,3985.05224609375,3334.396240234375,3922.15625,3971.139404296875,3893.62646484375,3523.528564453125,2797.63818359375
N2136,9919.045,9697.751,10018.997,9909.191,10142.61,9695.474,7523.39208984375,8717.564453125,8884.6005859375,8340.287109375,8612.462890625,8138.4609375,8073.58935546875,8334.947265625,9445.6875,9137.455078125,8799.4873046875,9214.6435546875
N2137,3092.704,2513.788,3346.295,3234.702,2967.8723,2982.6436,3361.27294921875,3065.527099609375,3637.614990234375,3152.5517578125,3840.675537109375,4143.7255859375,3623.34375,3887.1826171875,3396.487548828125,4084.975830078125,4105.16845703125,4152.45556640625
N2138,4293.194,3245.232,3694.8323,4152.2554,3785.7546,4495.0386,3634.002197265625,3830.081298828125,4252.4501953125,4040.87158203125,4222.57861328125,4068.7734375,3807.8232421875,2968.834228515625,3286.8134765625,3891.51611328125,3000.360107421875,3078.8251953125
N2139,7458.127,6991.6123,7679.5317,7742.8154,6602.9805,7231.1826,6588.5966796875,7170.451171875,7895.76220703125,6615.962890625,6528.4375,6580.20703125,6751.25,6497.40966796875,6213.61962890625,6525.26708984375,6773.98291015625,6887.1220703125
N2140,5176.8984,5546.5874,6013.041,3550.0566,5059.5034,5372.6216,5346.8466796875,6479.025390625,5404.79345703125,6424.26171875,6204.9794921875,6484.01708984375,5479.7158203125,5236.90087890625,5052.50537109375,4904.8603515625,4960.443359375,4438.87060546875
N2141,3660.4585,3684.0706,3571.7283,3623.4753,3572.159,3547.2065,3647.0771484375,3607.79833984375,3709.69873046875,3633.24560546875,3638.666015625,3633.03369140625,3620.051513671875,3688.614013671875,3701.116455078125,3640.7255859375,3565.51806640625,3551.978515625
N2142,5857.836,6400.4185,6441.921,7100.6104,6669.9624,6392.507,6862.65673828125,6124.8759765625,7008.95166015625,6581.3125,6633.16796875,7094.14599609375,7531.68310546875,6861.41796875,6514.59375,6513.333984375,6344.99755859375,6583.9619140625
N2143,5196.0576,5317.0854,5026.9126,5157.45,5058.1113,4766.5327,5224.50537109375,5002.4423828125,5289.90185546875,5126.70703125,5427.19775390625,5345.45703125,5201.22021484375,5326.400390625,5081.69580078125,5342.17041015625,5014.240234375,5008.69873046875
N2144,4100.6367,4024.153,4043.8984,4069.6257,4156.8213,4104.1934,4187.0244140625,4217.0234375,4032.78466796875,4027.158203125,4150.97509765625,4057.10400390625,3911.999267578125,3819.109130859375,3718.306396484375,3709.67431640625,3834.53466796875,4050.854736328125
N2145,4203.766,4092.1382,4083.206,4061.3289,4017.7698,4217.765,4328.60009765625,4425.29931640625,4405.0869140625,4323.14794921875,4350.12548828125,4187.65869140625,4255.80908203125,4243.30859375,4270.2001953125,4166.73828125,4410.9990234375,4518.24365234375
N2146,5985.866,5305.4307,5465.7617,5572.4453,4675.3657,4661.7383,2811.030029296875,1960.1466064453125,2182.974365234375,4494.19482421875,5820.59716796875,5413.99072265625,5454.90869140625,5064.01513671875,5142.84716796875,4866.44921875,4688.07958984375,4543.6533203125
N2147,2901.1816,2786.3923,2865.2551,2653.4446,2764.4094,2661.87,2220.99609375,1405.4820556640625,1024.334716796875,720.373046875,1722.2108154296875,2925.954833984375,2966.07177734375,3292.7734375,3103.200927734375,2859.1142578125,2967.70166015625,3070.367431640625
N2148,6986.123,7266.677,6694.3975,6262.5195,5300.3975,3523.4646,2353.726806640625,2675.58740234375,4723.59033203125,6865.494140625,6580.609375,6554.16748046875,5954.37451171875,6636.67626953125,6018.16259765625,6298.6689453125,5302.892578125,3383.523681640625
N2149,5841.531,5571.2695,5329.314,5236.8823,5429.1836,5119.812,5042.1474609375,5190.5703125,5069.990234375,5307.37548828125,5165.55419921875,5277.2685546875,5044.39892578125,4963.513671875,4779.68701171875,5004.515625,4709.1298828125,4574.3583984375
N2150,2427.2227,2312.0112,2444.3833,2458.5383,2404.4458,2353.2874,2309.31298828125,2307.15234375,2198.553466796875,2084.8173828125,2103.98828125,2323.726806640625,2532.45361328125,2599.1611328125,2573.721923828125,2534.114990234375,2470.402099609375,2448.307861328125
N2151,6800.172,7593.315,7650.0444,8143.171,8112.499,6901.8647,5018.61669921875,4007.432861328125,3844.501708984375,3867.345703125,4816.958984375,5965.5263671875,6883.98095703125,7275.9189453125,7664.4072265625,7321.2529296875,7590.3330078125,6974.46875
N2152,2606.3662,2629.8677,2279.2366,2673.9216,2960.2976,3192.5366,2181.68408203125,1330.3385009765625,2058.240478515625,2326.29931640625,2758.71337890625,2873.451904296875,2923.656982421875,2936.983642578125,2799.56201171875,2765.5419921875,3618.42138671875,3344.324462890625
N2153,4435.5327,4416.645,4355.9653,4427.421,4544.4756,4385.5215,4389.17626953125,4584.140625,4685.65234375,4524.31591796875,4301.89794921875,4385.8486328125,4351.08349609375,4188.791015625,4137.91845703125,4145.048828125,4150.4111328125,4184.09765625
